"First Name","Last Name","Current Company","Current Title","Happenstance URL","LinkedIn URL","Twitter URL","Trait: GP/Partner/Angel","Trait: Series A Lead","Trait: AI/B2B/SaaS Focus","Trait: US/West Coast","Trait: Excl. Non-VC/Niche","Quotes","Mutuals"
"Dan","Ellis","Sher Ventures","Investor","https://happenstance.ai/u/55a9ca01-c535-4b52-b10b-32f701c1002e","https://www.linkedin.com/in/danclayellis","https://twitter.com/DanClayEllis","Yes","Sort of","Sort of","Sort of","No","Dan is based in Austin, Texas, so he is in the United States but not on the West Coast or Bay Area.
Dan is an Investor at Sher Ventures (family office) and runs InRoad as an angel investing shell, both of which suggest he writes $500K+ checks.
His investment track record includes unicorns like Calm and Grove but the resume does not explicitly mention AI/ML or enterprise SaaS investments.
He is not listed as a partner at a VC fund that routinely leads Series A rounds; his roles are family‑office investor and angel shell, so it’s unclear if he leads such rounds.
Dan is a serial entrepreneur who exited a venture‑backed HR startup, is an active angel with 50+ deals, and represents a family office deploying capital to early‑stage startups.","Zamir Shukho via LinkedIn"
"Amy","Francetic","Buoyant Ventures","Managing General Partner and Founder","https://happenstance.ai/u/40dc4e23-3396-4332-b2ed-c278ce4c71cf","https://www.linkedin.com/in/amy-francetic","https://twitter.com/AmyFrancetic","Yes","Sort of","No","Sort of","Yes","Amy is a Managing General Partner and founder of Buoyant Ventures, a venture fund.
Her roles are at a venture fund and a nonprofit board, which are not among the excluded categories.
She is based in Lake Forest, Illinois, so she is in the United States but not on the West Coast/Bay Area.
Amy brings 25 years in energy and high‑tech, founded and sold companies, and has a strong national network in Chicago and Silicon Valley.
Buoyant Ventures invests in digital climate solutions at seed and Series A stages, suggesting it can lead rounds in the $500K‑$10M range, though not explicitly stated. (2019 - Present)","Harry Wetherall via LinkedIn"
"Suman","Talukdar","","","https://happenstance.ai/u/4a335ed3-a4f2-4d7c-998b-dda6d4a8ba3d","https://www.linkedin.com/in/stswww","","Yes","Yes","Yes","Yes","Yes","He is based in San Francisco, California, on the West Coast.
He highlights AI/ML investments and enterprise SaaS experience, fitting the target sectors.
His role is at a venture capital fund, not an accelerator, PE, hedge fund, or sector‑specific shop.
AiSprouts actively leads Series A rounds and writes checks in the $500K‑$10M range, matching his current fund focus.
Suman brings a strong track record of 30+ AI investments, $7B+ exits, and deep Silicon Valley network, plus Harvard Business School credentials.
Suman is a Silicon Valley VC at AiSprouts and describes himself as a VC making large follow‑on investments, which implies he is a partner‑level investor writing $500K+ checks.","Harry Wetherall via LinkedIn"
"Steve","Krausz","U.S. Venture Partners","General Partner","https://happenstance.ai/u/59c66aef-281c-4274-8f99-3027c8779600","https://www.linkedin.com/in/stevekrausz","https://twitter.com/skrausz1","Yes","Yes","Yes","Yes","Yes","He is based in Menlo Park, California, placing him on the West Coast/Bay Area.
U.S. Venture Partners regularly leads or co‑leads Series A rounds with checks in the $500K‑$10M range.
His investment focus includes AI, enterprise SaaS, B2B software and related data infrastructure sectors.
His roles are with a VC firm and board positions, not with accelerators, PE, crypto‑only or other excluded entities.
Steve brings decades of VC experience, extensive board exposure across security and SaaS companies, and strong Stanford connections.
Steve is a General Partner at U.S. Venture Partners, a venture capital firm, and also sits on multiple boards, indicating he is a senior VC investor.","Harry Wetherall via LinkedIn"
"Sara","Choi","Wing Venture Capital","Partner","https://happenstance.ai/u/7b65ecdd-87e8-4e2e-a38c-ad781f3f3af8","https://www.linkedin.com/in/sarachoi09","https://twitter.com/SaraChoi_","Yes","Yes","Yes","Yes","Yes","Sara is a Partner at Wing Venture Capital, which matches the required titles.
She is based in San Francisco, California, which is on the West Coast/Bay Area.
Wing VC invests in Series A rounds with checks in the $500K‑$10M range, so she works at a fund that leads such rounds.
She says she loves data‑driven B2B businesses, indicating experience in AI/ML, enterprise SaaS and related areas. (2019 - Present)
She co‑founded and was COO of Airfox, giving her operator insight, and holds Harvard Business School credentials, adding strong network and credibility.
Her role is at a venture capital firm, not at an accelerator, PE, hedge fund, or sector‑specific fund, so she does not fall under any excluded categories.","Daniel Kozlov via LinkedIn"
"Paige","Finn Doherty","Behind Genius Ventures","Founding Partner","https://happenstance.ai/u/a71fc075-d431-4ce9-8078-ddc59f2bcf0a","https://www.linkedin.com/in/paigedoherty","https://twitter.com/paigefinnn","Yes","Yes","Yes","Yes","Yes","Paige is based in San Francisco, California, fitting the West Coast/Bay Area preference.
She works at a pure‑play VC firm, not at an accelerator, PE, hedge fund, or sector‑only shop.
Paige is a Founding Partner at Behind Genius Ventures, a venture capital firm, which matches the partner/GP role.
She invests in applied AI, enterprise SaaS, and B2B tech companies, showing relevant sector experience. (2021 - Present)
Paige founded a VC at 22, authored an illustrated VC guide, and has a strong network of AI‑focused founders and technical storytellers.
Behind Genius Ventures writes and leads Series A checks ranging from $500K to $10M, as indicated by her focus on early-stage AI investments. (2021 - Present)","Zamir Shukho via LinkedIn"
"Mark","Mavroudis","BootstrapLabs, an Ares company","Managing Director and Chief Operating Officer","https://happenstance.ai/u/c1cfc06c-d055-4574-852e-234011f92d07","https://www.linkedin.com/in/markmavroudis","","Yes","Yes","Yes","Yes","Yes","He is based in San Francisco, California, which is on the West Coast Bay Area.
His positions are at a venture capital firm, not at accelerators, PE, hedge funds, or sector‑only funds. (2014 - Present)
BootstrapLabs actively makes Series A investments in AI startups and writes checks in the $500K‑$10M range. (2014 - Present)
His role is with the Venture Capital and AI & Innovation groups, indicating direct experience investing in AI, ML, and enterprise SaaS.
Mark has been leading an AI‑first VC strategy since 2014 and serves as COO, giving him deep operational and investment insight for AI tooling companies.
Mark is a Managing Director and COO at BootstrapLabs, an AI‑focused venture capital firm, and also holds a similar senior role at Ares Management’s VC group. (2014 - Present)","Zamir Shukho via Google Contacts"
"Iryna","Voskerician","VU Venture Partners","VC Partner","https://happenstance.ai/u/510793fd-5ce6-4fef-bb2e-0473b04f8025","https://www.linkedin.com/in/iryna-voskerician-90046b82","","Yes","Yes","Yes","Yes","Yes","She is based in Palo Alto, California, which is on the West Coast/Bay Area.
Her description highlights experience sourcing and diligencing AI, ML, enterprise SaaS, fintech and data‑infrastructure startups.
Iryna is a Managing Partner at MachX and a VC Partner at VU Venture Partners, both venture‑capital roles that can write $500K+ checks.
All current roles are at venture‑capital firms or a media company, none of the excluded accelerator, PE, hedge‑fund or sector‑only entities.
VU Venture Partners invests in Series A rounds with check sizes ranging from $500K to $10M, so she works at a fund that leads such rounds. (2025 - Present)
She also serves as a strategic partner for Venture University in the GCC, runs a boutique media platform, and co‑produces a TV series, giving her a broad network and visibility.","Zamir Shukho via Google Contacts"
"Sri","R.","MCHN Ventures","Founder and Managing Partner","https://happenstance.ai/u/c9efa80c-d554-4bbf-b1b4-87d9d6cd09e8","https://www.linkedin.com/in/sprao","","Yes","Yes","Yes","Yes","Yes","He is based in the United States and works at UC Santa Cruz, a West Coast institution.
MCHN Ventures is a venture fund that can lead Series A rounds with checks in the $500K‑$10M range.
All current roles are at venture funds or a university; none are at accelerators, PE, or sector‑only firms.
His self‑description and investment history show focus on AI, machine learning, enterprise SaaS, and data infrastructure.
Sri is a Founder and Managing Partner at MCHN Ventures and holds many investor titles, indicating senior VC roles and likely ability to write $500K+ checks.
Sri combines venture investing, product experience at Meta, and academic teaching, giving him deep insight into building AI‑driven products and go‑to‑market strategy.","Zamir Shukho via Google Contacts"
"Tom","Kosnik","FoundersX Ventures","Partner","https://happenstance.ai/u/1cb87120-fce0-4d44-a641-3112318a75c0","https://linkedin.com/in/tom-kosnik-50411","","Yes","Yes","Yes","Yes","Yes","Tom is based in Menlo Park, California on the Bay Area.
He works at a VC firm, not at any excluded accelerator, PE, hedge, or sector‑specific fund.
The fund’s focus includes AI, enterprise SaaS, fintech and data infrastructure. (2016 - Present)
Tom is a Partner at FoundersX Ventures, a venture capital fund, and also holds multiple investor roles.
FoundersX Ventures makes early‑stage investments and leads Series A rounds with checks up to $10 M. (2016 - Present)
Tom brings a global network across Silicon Valley, China and ASEAN plus deep domain expertise in emerging tech. (2016 - Present)","Harry Wetherall via LinkedIn"
"Avinash","Vashistha","Arise Ventures","General Partner","https://happenstance.ai/u/386b86c5-5b98-4b3b-95ce-2cc7c0f503a1","https://linkedin.com/in/avinash-vashistha-785616","","Yes","Yes","Yes","Yes","Yes","He is based in the San Francisco Bay Area.
Arise Ventures actively leads Series A rounds and writes checks in the $500 K‑$10 M range. (2021 - Present)
Avinash is a General Partner at Arise Ventures, a venture capital fund that makes early‑stage investments. (2021 - Present)
His background includes extensive work in AI, ML, enterprise SaaS and fintech through roles at Accenture, Tholons and Lavorro.
His current roles are at a VC fund, a consulting firm and a board, none of which are accelerators, PE, hedge funds or niche‑only funds.
He is a former Accenture Chairman/CEO and a global thought leader on AI‑driven transformation, giving him a vast network of Fortune 500 clients and deep industry credibility.","Daniel Kozlov via LinkedIn"
"T","Peter Thomas","PointGuard Ventures","Managing Director","https://happenstance.ai/u/8041cf1b-c477-49bd-a129-0eeedb43951e","https://www.linkedin.com/in/tpeterthomas","","Yes","Yes","Yes","Yes","Yes","He is based in Los Altos, California, which is in the Bay Area.
All of his current roles are with venture capital firms or portfolio boards, not with excluded organizations.
Peter is a Managing Director at two venture capital firms, which matches the partner/MD role the user seeks. (2004 - Present)
Peter sits on the board of Prevedere, a predictive‑analytics (AI/ML) company, indicating experience in AI‑driven SaaS. (2015 - Present)
His firms, PointGuard and ATA Ventures, both lead or co‑lead Series A/late‑seed rounds with check sizes in the $500K‑$10M range. (2004 - Present)","Harry Wetherall via LinkedIn"
"Micah","Siegel","Vanedge Capital","Partner","https://happenstance.ai/u/83e03c68-3c26-488c-be38-5398789fcea2","https://www.linkedin.com/in/micahsiegel","https://twitter.com/SiegelMicah","Yes","Yes","Yes","Yes","Yes","He lives in Palo Alto, California, which is on the West Coast/Bay Area.
He works at pure‑play VC funds, not at accelerators, PE, hedge funds, or sector‑only funds.
His firms focus on AI, machine‑learning and AI‑infrastructure startups, and he cites multiple AI‑related exits. (1999 - Present)
Micah is a Partner at Vanedge Capital and a Managing Director/Founder of Concept2Company Ventures, both venture‑capital roles. (2017 - Present)
Vanedge Capital is a thematic VC that makes $500K‑$10M Series A investments and Micah is a General Partner/Venture Partner there. (2017 - Present)
He has a 25‑year track record of founding and backing AI‑focused companies that have produced >$2 B in exits and raised hundreds of millions in follow‑on capital. (1999 - Present)","Harry Wetherall via LinkedIn"
"Adam","S.","The Autopilot Fund","General Partner","https://happenstance.ai/u/6b631643-da5a-440d-80dd-79a964904e48","https://www.linkedin.com/in/adamspector2","","Yes","Yes","Yes","Yes","Yes","Adam is based in San Francisco, California, placing him on the West Coast.
He is a 4‑time founder, built Chore to solve back‑office ops, hosts a popular founder podcast, and has backed 14 unicorns.
He has invested in dozens of AI, ML, enterprise SaaS, B2B and fintech startups, including several unicorns. (2013 - Present)
Adam is a General Partner at The Autopilot Fund and an active angel investor who writes large early‑stage checks. (2021 - Present)
All of his current roles are at VC funds, angel networks, or as a founder/CEO, not at accelerators, PE, or other excluded entities.
His fund, The Autopilot Fund, focuses on early‑stage companies and routinely leads Series A rounds with multi‑million dollar checks. (2021 - Present)","Zamir Shukho via LinkedIn"
"Jason","Nyeh","Roundtable Ventures","Venture Partner","https://happenstance.ai/u/7077335c-4047-478b-ad16-c51e3a920802","https://www.linkedin.com/in/jason-nyeh-23a4267a","","Yes","Sort of","Yes","Yes","Yes","Jason’s location is the San Francisco Bay Area.
His current roles are at a VC fund, consulting firm, angel network and other non‑excluded organizations.
Jason is a Venture Partner at Roundtable Ventures, a VC fund, which matches the partner/MD role. (2026 - Present)
He supports founders in AI, DeepTech & Healthcare, indicating investment focus on AI/ML and related SaaS domains. (2026 - Present)
Roundtable Ventures invests in early‑stage AI and DeepTech, but the resume doesn’t state specific check sizes or lead‑Series‑A activity. (2026 - Present)
He also serves as Membership Director at Bay Angels and holds many leadership titles across startups, giving him a broad investor network. (2017 - Present)","Daniel Kozlov via LinkedIn, Zamir Shukho via Google Contacts"
"Tom","Hammer","Andreessen Horowitz","Partner","https://happenstance.ai/u/2c7c968f-6bac-4332-9a3c-72840dec7b76","https://www.linkedin.com/in/tom-hammer","","Yes","Yes","Sort of","Yes","Yes","Tom is based in the Greater Seattle Area, which is on the US West Coast.
Andreessen Horowitz regularly leads Series A rounds with checks in the $500K‑$10M range.
His current role is at a venture capital firm, not at any of the excluded organization types.
While not listed explicitly, a partner at a16z typically has investment exposure to AI/ML and enterprise SaaS.
Tom is a Partner at Andreessen Horowitz, a VC fund, which matches the partner/GP role and likely writes $500K+ checks.
He also leads People at a16z speedrun and publishes thought‑leadership on LLMs, showing deep AI insight and network influence.","Zamir Shukho via LinkedIn"
"Raj","Pai","Paiconic Capital","Founder and Partner","https://happenstance.ai/u/2197bc81-0d8a-4dab-a2ec-8a0d42547201","https://www.linkedin.com/in/rajpai2006","","Yes","Sort of","Yes","Yes","Yes","He is based in the San Francisco Bay Area.
Raj has deep AI/ML and enterprise SaaS experience from NASA, Claritics, and AutoGrid, and he now leads AI initiatives at NASA.
Raj is a Founder and Partner at Paiconic Capital, a venture capital fund, which makes him a partner who can write large checks.
Paiconic Capital is described as a VC fund but the resume does not specify that it routinely leads Series A rounds with $5‑7 M checks, so the fit is uncertain.
His current roles are at a VC fund, a university fellowship, and a non‑profit board—none of which are accelerators, PE, hedge funds, or sector‑exclusive firms.
Raj brings 28+ years of deep‑tech leadership, former NASA senior technologist status, and a strong network across aerospace, energy, and AI, which can add strategic value beyond capital.","Harry Wetherall via LinkedIn"
"CLAYTON","PORSCHA","Thrive Capital Advisors","Managing Partner","https://happenstance.ai/u/730e7e7a-88c0-4f70-8b46-73a713545044","https://www.linkedin.com/in/claytonporscha","","Yes","Sort of","Yes","Yes","Yes","He’s based in the San Francisco Bay Area.
His current role is at a VC‑focused advisory firm, not at an accelerator, PE, hedge fund, or sector‑only shop.
He has five $50M+ exits, raised over $300M, and brings deep experience building AI‑enabled B2B SaaS businesses.
He has built and exited AI‑focused companies and advises on AI, SaaS, fintech and data‑infrastructure investments.
Clayton is Managing Partner at Thrive Capital Advisors, a venture‑capital advisory firm, and his background shows he acts as an investor and advisor.
Thrive Capital Advisors works on capital raises and M&A advisory, which typically includes leading Series A rounds, though the resume doesn’t state explicit check‑size leadership.","Zamir Shukho via LinkedIn"
"Sebastian","Badea","Aurora Equity Ventures","Founding Partner / Private Investor","https://happenstance.ai/u/c112840a-d2b9-43b6-abb6-4d6885fa54d9","https://www.linkedin.com/in/sebastianbadea","","Yes","Sort of","Yes","Yes","Yes","He is based in San Francisco, California.
His investment focus includes AI, software/services, and media and his career spans SaaS, fintech and proptech.
He works at a family‑office investment fund, not at any of the excluded accelerator, PE, hedge‑fund or niche‑only firms.
Sebastian is a Founding Partner at Aurora Equity Ventures, a private family‑office investment fund, and writes multi‑million‑dollar checks.
Aurora Equity Ventures invests in public equities, REITs and private credit; it is not described as a venture fund that leads Series A rounds.
Sebastian brings 15+ years of strategic partnership and growth experience, led Matterport through its IPO, and now runs a multi‑million‑dollar tech‑focused family office. (2023 - Present)","Harry Wetherall via LinkedIn"
"Pourya","Moradi","Think + Ventures, LLP","Investor and Venture Partner","https://happenstance.ai/u/c3eb4b74-78e4-44cf-8100-b7dfae987127","https://www.linkedin.com/in/pourya-moradi-24ab1b97","","Yes","Yes","Sort of","Yes","Yes","He's based in the San Francisco Bay Area.
His roles are at a venture firm and a corporate tech group, not at accelerators, PE, or sector‑exclusive funds.
Pourya is an Investor and Venture Partner at Think+ Ventures, a VC that writes sizable Series A checks. (2017 - Present)
Think+ Ventures actively leads seed and Series A rounds with checks up to $10 M, and Pourya is part of that investment team. (2017 - Present)
He also writes on product‑market fit and startup fundraising, and leads product strategy at Walmart, giving him deep product and market insight.
The resume lists broad early‑stage investments but does not specify a focus on AI/ML, enterprise SaaS, fintech, or data infrastructure. (2017 - Present)","Harry Wetherall via LinkedIn"
"Babak","Pahlavan","Clever Fund","Managing Partner (Founder) / Investor / Advisor","https://happenstance.ai/u/df43b90b-e451-4d1c-add0-b86b8d59d4ad","https://www.linkedin.com/in/babakp","","Yes","Sort of","Yes","Yes","Yes","He is located in Palo Alto, California, which is on the West Coast Bay Area.
His roles are at a venture fund and an AI startup, not at accelerators, PE, hedge funds, or sector‑exclusive firms.
Babak is a Managing Partner of Clever Fund, a personal investment vehicle that backs tech startups and makes sizable checks. (2012 - Present)
He has a long history at Google leading AI‑related product areas and has invested in AI‑focused companies like Bina Technologies and Aquantia.
He sold his first AI startup to Google, spent 11 years at Google, and was named Forbes 30 Under 30, indicating strong credibility in AI and venture circles.
Clever Fund invests across stages, including seed and Series A, and has participated in multi‑million‑dollar rounds, though explicit lead‑role info isn’t stated. (2012 - Present)","Harry Wetherall via LinkedIn"
"Vik","Chadha","Unbridled Ventures","General Partner","https://happenstance.ai/u/b56a62d2-6af2-4dea-9296-e8af793ad2cc","https://www.linkedin.com/in/vikchadha","https://twitter.com/VikChadha","Yes","Sort of","Yes","Sort of","Yes","Vik is based in Prospect, Kentucky, United States, not on the West Coast or Bay Area.
He describes himself as an AI & SaaS expert and invests in AI‑powered B2B software startups.
His current roles are at VC funds and his own companies; none are accelerators, PE, hedge funds, or sector‑only firms.
He has built and exited multiple AI‑focused SaaS companies, leads a VC fund, and actively mentors the Kentucky tech ecosystem.
Unbridled Ventures is a venture capital fund that typically leads Series A rounds, though the resume doesn’t specify exact check sizes.
Vik is a General Partner at Unbridled Ventures and an Investment Advisory Partner at Poplar Ventures, both VC roles that can write $500K+ checks.","Harry Wetherall via LinkedIn"
"Zeynep","Ilgaz","Cross Ocean Ventures","General Partner","https://happenstance.ai/u/1aa9b767-ec3d-4129-b749-ce3e71362300","https://www.linkedin.com/in/zeynep-ilgaz-78732a5","","Yes","Sort of","Sort of","Yes","Yes","She is based in San Diego, California, which satisfies the West Coast US location requirement.
All of her current roles are at universities, venture funds, or advisory boards—not at accelerators, PE, or crypto‑only firms.
Zeynep is a General Partner at Cross Ocean Ventures and also an Angel Investor at NuFund, both of which write large Series A checks. (2021 - Present)
Her investment focus includes SaaS, fintech, cybersecurity and data‑driven tech, which overlaps with AI/ML and enterprise SaaS categories. (2021 - Present)
Cross Ocean Ventures invests in early‑stage SaaS and tech companies and typically writes checks up to $10 M, so she likely can lead a $5‑7 M Series A. (2021 - Present)
She has a proven track record of building and exiting a nine‑figure consumer diagnostics company and holds multiple mentorship and board positions across the startup ecosystem.","Zamir Shukho via LinkedIn"
"Rajeev","Chand","Wing Venture Capital","Partner and Head of Research","https://happenstance.ai/u/3e703c41-c6ae-40d6-b5cf-f9a7fd123b2b","https://www.linkedin.com/in/rajeevchand","https://twitter.com/rajeevchand","Yes","Sort of","Sort of","Yes","Yes","He is based in the San Francisco Bay Area.
His current role is at a venture capital fund, not at any of the excluded organizations.
Rajeev is a Partner and Head of Research at Wing Venture Capital, a VC fund, which matches the partner/MD role you need.
Wing Venture Capital invests in early‑stage rounds and often leads Series A deals, though the resume doesn’t list specific check sizes.
He runs the widely‑read Wing Briefing daily newsletter and launched the Enterprise Tech 30 list, demonstrating strong research, network and thought‑leadership in tech investing.
Rajeev curates the Wing Briefing and co‑created the Enterprise Tech 30 list, showing exposure to AI, enterprise SaaS and B2B tech, but the resume doesn’t spell out direct investment deals in those categories.","Harry Wetherall via LinkedIn"
"Dave","McClure","Practical Venture Capital","Founder, Managing Partner","https://happenstance.ai/u/73f210e2-63e0-4a31-9bfd-abc2b80c7a6a","https://www.linkedin.com/in/davemcclure","https://twitter.com/smashsummit","Yes","No","Yes","Yes","Yes","He is based in Los Altos, California, which is in the Bay Area.
Dave is a well‑known VC with a track record of 30+ unicorns, former Forbes Midas List honoree, and has deep networks across Silicon Valley.
He has invested in many AI‑related and enterprise SaaS companies (e.g., Intercom, Canva, Algolia, etc.) through 500 Startups and other roles.
His current roles are at a VC secondary firm, a podcast, and a tech services company, none of which are accelerators, PE, hedge funds, or sector‑only firms.
Dave is Founder and Managing Partner at Practical Venture Capital, a VC secondary firm, and previously founded 500 Startups, so he is a senior VC partner who writes large checks.","Zamir Shukho via Google Contacts, Harry Wetherall via LinkedIn"
"Ajay","Ramachandran","ifMagic Ventures","Founding Partner","https://happenstance.ai/u/8ea1ed7b-9aff-4a4f-a228-d9466183928e","https://www.linkedin.com/in/ajayramachandran","https://twitter.com/ajay","Yes","Yes","Yes","Yes","No","He lists his location as the San Francisco Bay Area, satisfying the US West‑Coast requirement.
His portfolio includes AI/ML companies such as Mira Labs, Hypersonix, and ZaiNar, showing direct AI and enterprise SaaS investment experience.
ifMagic Ventures is described as a seed‑stage, AI‑focused fund that leads rounds with multi‑million‑dollar checks, matching the Series A lead criteria.
He runs multiple family‑office funds, holds a CIO role, and is a serial founder/CEO, giving him deep operational and network value for AI‑focused Series A deals.
Ajay is a Founding Partner at ifMagic Ventures and holds several family‑office investment roles, indicating he is a partner‑level investor who writes large checks.","Daniel Kozlov via LinkedIn"
"David","Katz","Radical Ventures","Partner","https://happenstance.ai/u/b6c2cb1a-b501-48df-a9e0-2b5095f8d7a5","https://www.linkedin.com/in/davidkatz","","Yes","Yes","Yes","No","Yes","Radical Ventures actively leads Series A rounds with checks in the $500K‑$10M range.
His roles are with venture capital funds and an AI‑focused startup, none of which are the excluded categories.
David is a Partner at Radical Ventures, a venture capital fund, and also holds investor roles at Firsthand and Crusoe.
He co‑authored a notable article on AI data‑center infrastructure and leads the compute practice at Radical Ventures, highlighting deep domain expertise.
He describes himself as an AI‑focused venture capital investor and leads a compute practice, indicating experience in AI/ML, SaaS, fintech and data infrastructure.","Zamir Shukho via LinkedIn"
"Sergey","Shchemelev","Self Employed","Angel Investor","https://happenstance.ai/u/db399b8e-c258-4651-b9c0-ecc96d4d05f2","https://www.linkedin.com/in/sshchemelev","","Sort of","No","Sort of","Yes","Yes","He is based in the San Francisco Bay Area.
His current roles are at Deloitte and as an Angel Investor, not at any excluded organization type.
Sergey describes himself as an Angel Investor but has no listed role at a VC fund or family office, and the resume doesn’t specify check size.
His Deloitte focus includes AI, cloud and digital enterprise strategy, suggesting familiarity with those sectors, though no direct investment track record is shown.
Sergey is a senior Deloitte Managing Director with deep AI and digital transformation expertise and a broad network of C‑suite contacts, which could be valuable for sourcing and championing a Series A AI software deal.","Zamir Shukho via Google Contacts (Medium connection), Harry Wetherall via LinkedIn, Daniel Kozlov via LinkedIn"
"Karén","Gyulbudaghyan","Strategic Value Ventures","Founding Partner","https://happenstance.ai/u/cf9a32d7-011a-4f1d-a825-32d57bc97167","https://www.linkedin.com/in/karengyulbudaghyan","","Sort of","No","Sort of","Yes","Yes","He is based in the San Francisco Bay Area.
Karén brings 25+ years of cross‑border ecosystem building, government‑tech liaison, and board‑level advisory experience, plus a strong network in Silicon Valley and beyond.
His current roles are at a strategic advisory firm, a national science council, a venture café, a corporate board, and a university accelerator, none of which fall under the excluded categories.
His background includes senior roles at Yahoo! and advising tech companies, indicating exposure to AI/ML and enterprise SaaS, though specific investment history in those sectors isn’t detailed. (2017 - Present)
Karén is a Founding Partner at Strategic Value Ventures, which acts as a strategic advisory and investment firm, suggesting he may write large checks but the resume doesn’t explicitly label him as a VC General Partner or a prolific angel investor.","Zamir Shukho via Google Contacts (Medium connection), Daniel Kozlov via LinkedIn"
"Nick","MacShane","Progress Ventures","General Partner","https://happenstance.ai/u/610fee30-08ad-4f02-be9d-d21284f793a6","https://www.linkedin.com/in/nickmacshane","","Yes","Sort of","No","Sort of","Yes","Nick is based in Boston, Massachusetts, so he is in the United States but not on the West Coast/Bay Area.
Nick is a General Partner at Progress Ventures, a venture fund, which satisfies the partner/GP requirement. (2010 - Present)
Progress Ventures is a $35M fund focused on adtech/media tech; the resume doesn’t state that it regularly leads Series A rounds with $500K‑$10M checks. (2010 - Present)
He works at a venture fund and an investment‑banking boutique, none of which are the excluded categories like accelerators, PE, hedge funds, or crypto‑only firms. (2002 - Present)
Nick also holds Series 62, 63, 22 and 79, 72 licenses and runs a senior investment‑banking practice, giving him deep deal‑execution expertise and a broad network in media‑tech. (2002 - Present)","Harry Wetherall via LinkedIn"
"Daniel","Kozlov","INNOVERA AI","CCO/Co-Founder","https://happenstance.ai/u/54b07b51-324b-4d8c-9bed-cced23547df6","https://www.linkedin.com/in/dakozlov","","No","No","Yes","Yes","Yes","He is based in Burlingame, California, which is on the Bay Area West Coast.
His background includes building AI‑focused accelerators, investing in AI/ML and SaaS startups, and leading an AI company.
He built 40+ accelerators, helped 2,000 startups worldwide, and was Managing Partner of Global Venture Alliance, a top‑ranked accelerator‑venture firm.
His current positions are with an AI startup, a tech advisor role and a professor role—not with accelerators, PE, hedge funds, or sector‑specific firms.","Zamir Shukho via Google Contacts (Very strong connection), Olga Kazmenko via LinkedIn (Very strong connection), Anna Hardy via LinkedIn (Strong connection), Stella Mettifogo via Google Calendar (Strong connection), Harry Wetherall via LinkedIn (Medium connection)"
"Eric","Gasser","The Gasser Family Office","Private Investor","https://happenstance.ai/u/a8d6779d-6493-4c79-8287-667a066c38f9","https://www.linkedin.com/in/ericgasser","","Yes","No","No","Yes","Yes","He's based in San Diego, California on the West Coast.
He is not employed by any of the excluded organization types.
Eric is a private investor at a family office and writes sizable checks, which fits the investor profile.
He co‑founded Seed San Diego, helped launch Ad Astra Ventures for female founders, and volunteers with universities and USOPC.","Zamir Shukho via Google Contacts (Medium connection)"
"Jason","Green","Emergence Capital","Founder and General Partner","https://happenstance.ai/u/42df9f6d-6c73-4656-bcc6-47c3d6adec09","https://www.linkedin.com/in/jasonericgreen","https://twitter.com/jasonegreen","Yes","Yes","Yes","Yes","Yes","He’s based in Burlingame, California, on the Bay Area West Coast.
Jason is Founder and General Partner at Emergence Capital, a venture capital firm. (2003 - Present)
Emergence Capital leads early‑stage Series A rounds with checks in the $500 K‑$10 M range. (2003 - Present)
He has backed enterprise SaaS and AI‑adjacent companies such as Salesforce, Zoom, Veeva, and Box. (2003 - Present)
Jason also leads the Greenbridge Family Foundation, has extensive board experience, and is a long‑time mentor to entrepreneurs.
His current roles are at a VC firm, foundations, and board observer positions—not at accelerators, PE, or other excluded entities.","Harry Wetherall via LinkedIn"
"Bill","Tai","Charles River Ventures","Partner Emeritus / General Partner","https://happenstance.ai/u/bd9c8c18-bf67-472f-9d64-9c98e2b46c9f","https://www.linkedin.com/in/kitevc","https://twitter.com/KiteVC","Yes","Yes","Yes","Yes","Yes","He is based in Palo Alto, California, placing him on the West Coast Bay Area.
CRV regularly leads Series A rounds with checks in the $500 K‑$10 M range. (2002 - Present)
All his current roles are with VC funds, portfolio companies, or academia—not accelerators, PE, or crypto‑only firms.
Bill is a General Partner at Charles River Ventures and a prolific angel investor with decades of seed investments. (2002 - Present)
His portfolio includes AI‑focused companies like Treasure Data, Zoom, and numerous enterprise SaaS and data‑infrastructure startups. (1990 - Present)
Bill has a 30‑year track record, was the first seed backer of Zoom, co‑founded Treasure Data (acquired by ARM), and serves on multiple boards and as an adjunct professor. (2002 - Present)","Harry Wetherall via LinkedIn"
"Peter","Steinle","Lightspeed Venture Partners","Partner","https://happenstance.ai/u/f933ba21-61e6-42bd-b33e-ed9fe711d32f","https://www.linkedin.com/in/peter-steinle-041576","","Yes","Yes","Yes","Yes","Yes","He’s based in the San Francisco Bay Area.
Peter is a Partner at Lightspeed Venture Partners, a VC fund that writes $500K‑$10M checks.
He works at a pure‑play VC firm, not an accelerator, PE, hedge fund, or sector‑exclusive shop.
Lightspeed regularly leads Series A rounds with check sizes in the $500K‑$10M range. (2020 - Present)
Lightspeed’s portfolio includes many AI/ML and enterprise SaaS companies, indicating Peter’s exposure to those sectors. (2020 - Present)
Peter leads Lightspeed’s Executive Talent Team and is part of a firm managing $28B AUM with a strong AI/enterprise focus. (2020 - Present)","Harry Wetherall via LinkedIn"
